"","SampleID","NOAASampleNumber","NOAASetName","SampleType","Species","MPG","RiverSystem","Site","Habitat","SnohomishONLYRegion","LifeHistory","MeanCompFL_mm","MeanCompWt_g","CountOfHATCHERYfishInComp","CountOfNATURALfishInComp","%Natural","MajorityOrigin","CollectionDate","Lipids_%","HCB ","aHCH ","bHCH ","lindane ","SumHCHs ","achlor ","cno ","bchlor ","hept ","HPE ","no3 ","oxychlor ","tno ","SumCHLDs ","aldrin ","diel ","mirex ","eslf1 ","cb17 ","cb18 ","cb28 ","cb31 ","cb33 ","cb44 ","cb49 ","cb52 ","cb66 ","cb70 ","cb74 ","cb82 ","cb87 ","cb95 ","cb99 ","cb101 ","cb105 ","cb110 ","cb118 ","cb128 ","cb138 ","cb149 ","cb151 ","cb153 ","cb156 ","cb158 ","cb170 ","cb171 ","cb177 ","cb180 ","cb183 ","cb187 ","cb191 ","cb194 ","cb195 ","cb199 ","cb205 ","cb206 ","cb208 ","cb209 ","Sum40CBs ","TotalPCBs ","opDDD ","opdde ","opDDT ","ppDDD ","ppDDE ","ppDDT ","SumDDTs ","BDE28 ","BDE47 ","BDE49 ","BDE66 ","BDE85 ","BDE99 ","BDE100 ","BDE153 ","BDE154 ","BDE155 ","BDE183 ","SumBDE ","Br5DE04 ","Br5DE05 ","Br6DE01 ","Br7DE01 ","SampleFlag","SampleNote","Task_number","LabStartDate","InstDateCH","Project","PeakAreaN_Vs","PercentN","PercentN_Accuracy","PercentN_Precision","d15NvsAirN2_permil","d15N_Accuracy","d15N_Precision","PeakAreaC_Vs","PercentC","PercentC_Accuracy","PercentC_Precision","d13CvsVPDB_permil","d13C_Accuracy","d13C_Precision","PeakAreaS_Vs","PercentS","PercentS_Accuracy","PercentS_Precision","d34SvsVCDT_permil","d34S_Accuracy","d34S_Precision"
"100","16SN-TW_Dfp02r2","119-3668","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Ebey","Delta","Outside Mainstem","fry/parr",77.93,6.03333333333333,0,3,100,"Wild","Spring 2016",1.11351423210058,"< 0.30","< 0.29","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","0.6","0.65","0.63","0.45","< 0.30","< 0.30","0.33","< 0.30","0.38","< 0.30","< 0.30","< 0.30","< 0.30","0.41","0.56999999999999895","< 0.30","0.56000000000000005","0.62","< 0.30",0.94,"0.39","< 0.30",1.1,"< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","0.38","< 0.30","0.39","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30","< 0.30",8.4,11,"< 0.30","< 0.30","< 0.30","< 0.29",1.3,"< 0.30",1.3,"< 0.30","1.6","< 0.30","< 0.30","< 0.30","1.4","0.44","< 0.30","< 0.30","< 0.30","< 0.30","3.5","< 0.30","< 0.30","< 0.30","< 0.30",NA,NA,"PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",175.107,12.6341,-0.14226,0.073505,10.8717,-0.049036,0.080155,114.558,45.1943,0.16677,0.32965,-22.8791,-0.024476,0.084732,59.641,0.97428,0.60833,0.17219,10.9389,-0.091715,0.090516
"101","16SN-TW_Dp02","119-3669","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Ebey","Delta","Outside Mainstem","parr",68.54,3.45,2,0,0,"Hatchery","Spring 2016",1.57017801773924,"0.26","< 0.25","< 0.26","< 0.25","< 0.26","< 0.26","< 0.25","< 0.25","< 0.25","< 0.26","< 0.25","< 0.25","< 0.25","< 0.26","< 0.25","< 0.25","< 0.26","< 0.26","0.27","0.66","0.66","0.62","0.45","0.31","< 0.26","0.37","0.28000000000000003","0.41","< 0.26","< 0.25","< 0.26","0.35","0.37","0.63","< 0.26","0.56000000000000005","0.53","< 0.26",0.88,"0.48","< 0.25",1,"< 0.25","< 0.26","< 0.26","< 0.26","< 0.26","0.26","< 0.25","0.35","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.25","< 0.26","< 0.26",9.5,12,"< 0.26","< 0.26","< 0.25","< 0.25",1.3,"< 0.26",1.3,"< 0.25","0.48","< 0.26","< 0.26","< 0.26","< 0.25","< 0.26","< 0.25","< 0.26","< 0.26","< 0.26","0.48","< 0.26","< 0.26","< 0.26","< 0.26",NA,"Due to limited sample mass, 0.5 g was used for dry wts instead of 1 g.  DM 1/24/2017","PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",135.434,10.4713,-0.14226,0.073505,11.53,-0.049036,0.080155,88.311,37.3155,0.16677,0.32965,-18.9116,-0.024476,0.084732,58.031,0.9731,0.60833,0.17219,11.9073,-0.091715,0.090516
"102","16SN-TW_Dp4846","119-3670","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Ebey Slough - Ebey","Delta","Outside Mainstem","parr",78.45,6.4,1,0,0,"Hatchery","Spring 2016",0.91852345450401,"6.9000000000000006E-2","< 0.062","< 0.063","< 0.063","< 0.063","< 0.063","< 0.062","< 0.062","< 0.063","< 0.063","< 0.063","< 0.063","8.5000000000000006E-2","8.5000000000000006E-2","< 0.063","0.2","< 0.063","< 0.063","0.23","0.53","0.57999999999999896","0.56999999999999895","0.42","0.23","0.2","0.32","0.26","0.37","0.15","6.6000000000000003E-2","0.26","0.32","0.31","0.61","0.24","0.52","0.56000000000000005","0.16",0.84,"0.31","9.4E-2",0.86,"< 0.063","7.6999999999999902E-2","0.12","< 0.063","8.5999999999999896E-2","0.26","8.3000000000000004E-2","0.26","< 0.063","< 0.063","< 0.063","0.11","< 0.063","< 0.063","< 0.063","< 0.063",10,12,"< 0.063","< 0.063","< 0.063","8.5999999999999896E-2",0.93,"< 0.063",1,"9.4E-2","1.9","0.27","0.11","< 0.063","3.1","0.66","0.21","0.23","< 0.063","< 0.063","6.6","< 0.063","< 0.063","< 0.063","< 0.063",NA,"Due to limited sample mass, 0.5 g was used for dry wts instead of 1 g.  DM 1/24/2017","PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","16SN-TW_Dp4839","119-3671","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Qwuloolt","Delta","Outside Mainstem","parr",84,8.1,1,0,0,"Hatchery","Spring 2016",1.353806525775,"< 0.27","< 0.26","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","0.56999999999999895","1.4","1.2","1.2","0.85","0.34","0.32","0.39","0.32","0.44","< 0.27","< 0.27","< 0.27","0.27","0.37","0.54","< 0.27","0.54","0.56000000000000005","< 0.27",0.78,"0.33","< 0.27",0.83,"< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","0.3","< 0.27","0.28999999999999898","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27",12,14,"< 0.27","< 0.27","< 0.27","< 0.27",0.97,"< 0.27",0.97,"< 0.27","1.6","0.31","< 0.27","< 0.27","1.9","0.37","< 0.27","< 0.27","< 0.27","< 0.27","4.2","< 0.27","< 0.27","< 0.27","< 0.27",NA,"Due to limited sample mass, 0.5 g was used for dry wts instead of 1 g.  DM 1/24/2017","PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",176.89,11.2343,-0.1596,0.042339,11.7035,-0.095815,0.10337,115.383,39.8788,-0.1606,0.42908,-22.5556,0.04106,0.078446,50.411,0.85146,0.60833,0.17219,11.4373,-0.091715,0.090516
"104","16SN-TW_Dfp03","119-3672","PS3464","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Lower Mainstem","Delta","Mainstem Lower Delta","fry/parr",68.72,3.46666666666667,2,1,33.3333333333333,"Hatchery","Spring 2016",0.99699255307066,"< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","< 0.24","0.61","1.5","1.4","1.3","0.9","0.47","0.43","0.68","0.46","0.64","0.28000000000000003","< 0.24","0.34","0.5","0.54","0.96","0.32","0.85","0.77","0.26",1.3,"0.63","< 0.24",1.4,"< 0.24","< 0.24","< 0.25","< 0.25","< 0.25","0.45","< 0.24","0.52","< 0.25","< 0.24","< 0.24","< 0.25","< 0.24","< 0.24","< 0.24","< 0.24",18,21,"< 0.24","< 0.25","< 0.24","< 0.24",1.5,"< 0.24",1.5,"< 0.24","3.1","0.26","< 0.25","< 0.24","2.6","0.6","< 0.24","< 0.24","< 0.25","< 0.25","6.6","< 0.24","< 0.24","< 0.24","< 0.25",NA,"Due to limited sample mass, 0.5 g was used for dry wts instead of 1 g.  DM 1/24/2017","PS16JuvChinD",2017-01-24,2017-01-30,"2016_Juvenile_Chinook",196.504,12.6102,-0.1596,0.042339,10.9741,-0.095815,0.10337,125.097,43.692,-0.1606,0.42908,-22.8979,0.04106,0.078446,62.838,0.96827,0.60833,0.17219,10.2115,-0.091715,0.090516
"105","16SN-TW_Dp03r1","119-3679","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Lower Mainstem","Delta","Mainstem Lower Delta","fry/parr",78.354,5.48,4,1,20,"Hatchery","Spring 2016",1.84183515289429,"0.24","< 0.20","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.33","< 0.21","< 0.21","0.41","0.97","1","1","0.68","0.41","0.36","0.57999999999999896","0.38","0.52","0.24","< 0.21","0.26","0.45","0.46","0.81","0.27","0.7","0.66","< 0.21",1.2,"0.56999999999999895","< 0.21",1.4,"< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.34","< 0.21","0.34","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21",14,17,"< 0.21","< 0.21","< 0.21","< 0.20",1.8,"< 0.21",1.8,"< 0.21","1.7","< 0.21","< 0.21","< 0.21","1.4","0.44","< 0.21","< 0.21","< 0.21","< 0.21","3.5","< 0.21","< 0.21","< 0.21","< 0.21",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",164.212,11.5102,-0.10174,0.077717,10.8138,-0.064749,0.097358,112.977,43.2208,-0.29068,0.34262,-20.8757,0.021164,0.048132,56.331,0.91217,0.30153,0.52416,11.5473,-0.15502,0.039959
"106","16SN-TW_Dp03r2","119-3680","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Lower Mainstem","Delta","Mainstem Lower Delta","parr",76.6066666666667,5.36666666666667,3,0,0,"Hatchery","Spring 2016",1.65206794581334,"0.23","< 0.22","< 0.23","< 0.23","< 0.23","< 0.23","< 0.22","< 0.22","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.22","< 0.23","< 0.23","0.4","0.98","0.9","0.95","0.65","0.4","0.34","0.56999999999999895","0.4","0.51","0.24","< 0.22","0.3","0.54","0.56999999999999895","1.2","0.48","1","1.1000000000000001","0.3",1.8,"0.86","< 0.23",1.8,"< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.42","< 0.23","0.43","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23",17,22,"< 0.23","< 0.23","< 0.23","0.32",2,"< 0.23",2.4,"< 0.22","1.2","< 0.23","< 0.23","< 0.23","1.1000000000000001","0.37","< 0.23","< 0.23","< 0.23","< 0.23","2.7","< 0.23","< 0.23","< 0.23","< 0.23",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",198.849,11.1062,-0.10174,0.077717,10.723,-0.064749,0.097358,136.294,41.544,-0.29068,0.34262,-19.7369,0.021164,0.048132,58.411,0.94442,0.30153,0.52416,9.7983,-0.15502,0.039959
"107","16SN-TW_Dp04","119-3681","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Steamboat Slough - Biringer","Delta","Outside Mainstem","parr",76.9833333333333,5.36666666666667,3,0,0,"Hatchery","Spring 2016",1.74797426933911,"0.23","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","0.31","< 0.16","< 0.16","0.34","0.85","0.86","0.86","0.6","0.31","0.27","0.39","0.28000000000000003","0.36","0.17","< 0.16","0.17","0.3","0.36","0.63","0.23","0.52","0.54","< 0.17",1,"0.5","< 0.16",1.2,"< 0.16","< 0.16","< 0.17","< 0.17","< 0.17","0.28999999999999898","< 0.16","0.31","< 0.17","< 0.17","< 0.17","< 0.17","< 0.16","< 0.16","< 0.17","< 0.16",11,14,"< 0.16","< 0.17","< 0.16","0.19",1.6,"< 0.17",1.8,"< 0.16","1.3","< 0.16","< 0.17","< 0.16","0.86","0.31","< 0.16","< 0.16","< 0.17","< 0.17","2.5","< 0.16","< 0.16","< 0.16","< 0.17",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",157.88,11.1929,-0.10174,0.077717,10.8703,-0.064749,0.097358,112.933,43.6763,-0.29068,0.34262,-19.7088,0.021164,0.048132,53.633,0.90502,0.30153,0.52416,12.6691,-0.15502,0.039959
"108","16SN-TW_Dfp04r1","119-3682","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Steamboat Slough - Biringer","Delta","Outside Mainstem","fry/parr",64.7633333333333,3.13333333333333,1,2,66.6666666666667,"Wild","Spring 2016",1.01295887163979,"0.28999999999999898","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","0.68","0.68","< 0.22","< 0.22","< 0.22","< 0.22","0.39","0.94","1","0.97","0.67","0.36","0.39","0.55000000000000004","0.63","0.5","0.43","< 0.22","0.28999999999999898","0.35","0.92","0.81","0.63","0.66","1.4","0.4",2.4,"0.45","< 0.22",2.5,"< 0.22","0.25","0.37","< 0.22","< 0.22","1","0.25","0.52","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22",20,27,"< 0.22","< 0.22","< 0.22","< 0.22",2.29999999999999,"0.4",2.7,"< 0.22","8.9","< 0.22","< 0.22","< 0.22","2.4","1.1000000000000001","0.65","0.23","< 0.22","< 0.22","13","< 0.22","< 0.22","< 0.22","< 0.22",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",146.541,11.5573,-0.10174,0.077717,11.4997,-0.064749,0.097358,99.098,42.671,-0.29068,0.34262,-23.959,0.021164,0.048132,56.929,0.93539,0.30153,0.52416,9.5629,-0.15502,0.039959
"109","16SN-TW_Dfp04r2","119-3683","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Steamboat Slough - Biringer","Delta","Outside Mainstem","fry/parr",71.82,4.06666666666667,0,3,100,"Wild","Spring 2016",0.75339510718998,"< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","0.36","0.36","< 0.15","< 0.15","< 0.15","< 0.15","0.37","0.9","0.92","0.89","0.64","0.35","0.31","0.55000000000000004","0.36","0.56000000000000005","0.26","< 0.15","0.42","0.36","0.69","1.1000000000000001","0.52","0.54","1.3","0.23",1.5,"0.39","< 0.15",1.5,"< 0.15","0.16","< 0.16","< 0.16","< 0.16","0.33","< 0.15","0.24","< 0.16","< 0.16","< 0.16","< 0.16","< 0.15","< 0.15","< 0.16","< 0.15",15,20,"< 0.15","< 0.16","< 0.15","< 0.15",1.5,"0.28000000000000003",1.8,"< 0.15","2.1","0.16","< 0.16","< 0.15","1.9","0.47","0.19","< 0.15","< 0.16","< 0.16","4.9000000000000004","< 0.15","< 0.15","< 0.15","< 0.16",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",173.557,11.7958,-0.10174,0.077717,11.1398,-0.064749,0.097358,110.542,41.0443,-0.29068,0.34262,-20.6088,0.021164,0.048132,59.958,0.97594,0.30153,0.52416,13.2128,-0.15502,0.039959
"110","16SN-TW_Dfp05r1","119-3684","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Union Slough - Smith Island","Delta","Outside Mainstem","fry/parr",71.032,4.74,0,5,100,"Wild","Spring 2016",1.13071092634585,"< 0.26","< 0.25","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","0.3","0.3","< 0.26","< 0.26","< 0.26","< 0.26","0.45","1.1000000000000001","1.1000000000000001","1.1000000000000001","0.76","0.36","0.34","0.48","0.4","0.46","0.27","< 0.26","< 0.26","0.35","0.56999999999999895","0.73","0.37","0.62","0.95","< 0.26",1.5,"0.43","< 0.26",1.7,"< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","0.65","< 0.26","0.34","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26",15,19,"< 0.26","< 0.26","< 0.26","< 0.25",1.7,"< 0.26",1.7,"< 0.26","3.9","< 0.26","< 0.26","< 0.26","2.5","0.83","0.39","< 0.26","< 0.26","< 0.26","7.6","< 0.26","< 0.26","< 0.26","< 0.26",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",197.525,12.6953,-0.10174,0.077717,10.2429,-0.064749,0.097358,122.42,42.9902,-0.29068,0.34262,-22.9797,0.021164,0.048132,60.573,0.99091,0.30153,0.52416,10.794,-0.15502,0.039959
"111","16SN-TW_Dfp05r2","119-3685","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Union Slough - Smith Island","Delta","Outside Mainstem","fry/parr",77.6033333333333,5.66666666666667,0,3,100,"Wild","Spring 2016",1.16619646284145,"< 0.25","< 0.24","< 0.25","< 0.25","< 0.25","< 0.25","< 0.24","< 0.24","< 0.24","< 0.25","< 0.25","< 0.24","< 0.25","< 0.25","< 0.24","< 0.24","< 0.25","< 0.25","0.4","0.96","0.95","0.96","0.66","0.31","0.27","0.37","0.25","0.36","< 0.25","< 0.24","< 0.25","0.27","0.35","0.57999999999999896","< 0.25","0.48","0.55000000000000004","< 0.25",0.86,"0.34","< 0.24",0.98,"< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","0.28999999999999898","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.24","< 0.25","< 0.25",10,12,"< 0.25","< 0.25","< 0.24","< 0.24",1.6,"< 0.25",1.6,"< 0.24","2","< 0.25","< 0.25","< 0.25","2.2000000000000002","0.5","< 0.24","< 0.25","< 0.25","< 0.25","4.7","< 0.25","< 0.25","< 0.25","< 0.25",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",194.379,12.4334,-0.10174,0.077717,9.1257,-0.064749,0.097358,126.092,44.0453,-0.29068,0.34262,-23.7232,0.021164,0.048132,60.66,0.96224,0.30153,0.52416,7.8428,-0.15502,0.039959
"112","16SN-TW_Dp05","119-3686","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Union Slough - Smith Island","Delta","Outside Mainstem","parr",81.1533333333334,6.8,3,0,0,"Hatchery","Spring 2016",2.60422536357984,"0.36","< 0.26","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.26","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","0.27","< 0.27","< 0.27","0.42","1.1000000000000001","0.94","0.94","0.69","0.43","0.37","0.56999999999999895","0.39","0.51","< 0.27","< 0.27","0.27","0.51","0.51","0.96","0.28000000000000003","0.77","0.68","< 0.27",1.3,"0.68","< 0.27",1.5,"< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","0.3","< 0.27","0.44","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27",14,18,"< 0.27","< 0.27","< 0.27","0.38",2.29999999999999,"< 0.27",2.7,"< 0.27","0.7","< 0.27","< 0.27","< 0.27","0.45","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","1.1000000000000001","< 0.27","< 0.27","< 0.27","< 0.27",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",142.38,10.7966,-0.10174,0.077717,10.31,-0.064749,0.097358,106.806,44.1528,-0.29068,0.34262,-20.4071,0.021164,0.048132,50.04,0.84932,0.30153,0.52416,9.1495,-0.15502,0.039959
"113","16SN-TW_Dfp06r1","119-3687","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Langus Pier","Delta","Mainstem Lower Delta","fry/parr",46.295,1.1,0,2,100,"Wild","Spring 2016",0.94223379060727,"< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","0.41","0.41","< 0.26","< 0.26","< 0.26","< 0.26","0.47","1.1000000000000001","1.2","1.2","0.81","0.41","0.36","0.56999999999999895","0.41","0.56999999999999895","0.27","< 0.26","0.35","0.47","0.66","1.1000000000000001","0.41","0.96","1","< 0.27",1.8,"0.84","< 0.26",2,"< 0.26","< 0.26","< 0.27","< 0.27","< 0.27","0.46","< 0.26","0.47","< 0.27","< 0.26","< 0.26","< 0.27","< 0.26","< 0.26","< 0.26","< 0.26",18,22,"< 0.26","< 0.27","< 0.26","< 0.26",3.9,"< 0.26",3.9,"< 0.26","2.7","< 0.26","< 0.27","< 0.26","2.5","0.72","< 0.26","< 0.26","< 0.26","< 0.26","6","< 0.26","< 0.26","< 0.26","< 0.26",NA,"Sample used up; no dry wts.  DM 1/31/2017","PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","16SN-TW_Dp06r2","119-3688","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Langus Pier","Delta","Mainstem Lower Delta","parr",91.085,8.55,2,0,0,"Hatchery","Spring 2016",0.86231249072041,"< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.24","0.24","< 0.21","< 0.21","< 0.21","< 0.21","0.34","0.82","0.83","0.83","0.56000000000000005","0.59","0.5","1.2","0.7","1.4","0.55000000000000004","0.49","2.4","2.2999999999999901","2.8","5.4","2.6","5.2","5.7","1.7",8,"3.3","0.75",7.4,"1","0.98","1.3","0.34","0.62","2.2000000000000002","0.61","1.3","< 0.21","0.32","< 0.21","0.25","< 0.21","< 0.21","< 0.21","< 0.21",65,83,"< 0.21","< 0.21","< 0.21","< 0.21",1.6,"< 0.21",1.6,"< 0.21","3.3","< 0.21","< 0.21","< 0.21","4.8","1.1000000000000001","0.42","0.37","< 0.21","< 0.21","10","< 0.21","< 0.21","< 0.21","< 0.21",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",157.056,12.8972,-0.10174,0.077717,10.458,-0.064749,0.097358,98.321,44.128,-0.29068,0.34262,-21.1877,0.021164,0.048132,54.562,0.87968,-0.24246,0.1496,8.5366,-0.063085,0.33819
"115","16SN-TW_Dfp06r3","119-3689","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Langus Pier","Delta","Mainstem Lower Delta","fry/parr",65.638,3.36,1,4,80,"Wild","Spring 2016",1.32447659208285,"< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.27","< 0.26","< 0.26","0.91","0.91","< 0.26","< 0.26","< 0.26","< 0.26","0.55000000000000004","1.2","2.1","2","1.2","1","0.97","1.4","0.71","1.1000000000000001","0.52","< 0.26","0.56000000000000005","0.77","0.95","1.7","0.67","1.4","1.5","0.36",2.5,"1","0.28000000000000003",2.7,"< 0.26","< 0.26","0.33","< 0.27","< 0.27","0.87","< 0.26","0.53","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.26","< 0.27","< 0.26",29,35,"< 0.26","< 0.27","< 0.26","< 0.26",2.5,"< 0.27",2.5,"0.31","8.3000000000000007","0.41","< 0.27","< 0.26","7.7","1.9","0.72","0.46","< 0.27","< 0.27","20","< 0.26","< 0.26","< 0.27","< 0.27",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",172.94,12.2023,-0.10174,0.077717,8.3389,-0.064749,0.097358,117.518,45.2613,-0.29068,0.34262,-23.4614,0.021164,0.048132,54.702,0.93012,0.30153,0.52416,9.7343,-0.15502,0.039959
"116","16SN-TW_Dfp06r4","119-3690","PS3465","Whole Body Minus Guts","Chinook salmon","Central Eastern","Snohomish","Langus Pier","Delta","Mainstem Lower Delta","fry/parr",66.06,6.86,0,5,100,"Wild","Spring 2016",1.97339924157786,"0.24","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.61","0.48","1.1000000000000001","< 0.21","0.52","< 0.21","< 0.21","0.4","0.78","1.4","1.4","0.41","1.1000000000000001","0.86","1.6","0.94","1.8","0.66","0.28000000000000003","1.1000000000000001","1.5","1.3","3","1.1000000000000001","2.9","2.5","0.54",3.8,"1.7","0.51",3.6,"0.28000000000000003","0.37","0.4","< 0.22","0.32","1.2","0.37","0.99","< 0.22","< 0.22","< 0.22","< 0.22","< 0.21","< 0.21","< 0.22","< 0.21",39,47,"0.28000000000000003","< 0.22","< 0.21","< 0.21",2.6,"< 0.21",2.8,"0.64","15","1.3","0.81","< 0.21","15","3.6","0.7","0.87","< 0.22","< 0.22","37","< 0.21","< 0.21","< 0.21","< 0.22",NA,NA,"PS16JuvChinD",2017-01-31,2017-02-08,"2016_Juvenile_Chinook",172.33,12.3389,-0.10174,0.077717,7.2841,-0.064749,0.097358,119.644,46.7485,-0.29068,0.34262,-24.7938,0.021164,0.048132,54.988,0.9276,0.30153,0.52416,8.8143,-0.15502,0.039959
